Link, Anchor Text
"https://www.webnovel.com/", 
"https://www.webnovel.com/category/list?category=0", 
"https://www.webnovel.com/category/list?category=20014", 
"https://www.webnovel.com/category/list?category=20001", 
"https://www.webnovel.com/category/list?category=20005", 
"https://www.webnovel.com/category/list?category=20042", 
"https://www.webnovel.com/category/list?category=20019", 
"https://www.webnovel.com/category/list?category=30031", 
"https://www.webnovel.com/category/list?category=20050", 
"https://www.webnovel.com/category/list?category=-1", 
"https://www.webnovel.com/search", Search
"https://www.webnovel.com/ranking/power",  Weekly Ranking 1
"https://acts.webnovel.com/2017/59037807", Get the App
"https://inkstone.webnovel.com/", Inkstone
"https://forum.webnovel.com/", Forum
"https://www.webnovel.com/library", Library
"https://www.webnovel.com/message", Inbox
"https://www.webnovel.com/level", 
"https://www.webnovel.com/bill/spirit", 
"https://www.webnovel.com/bill/power", 
"https://www.webnovel.com/profile/4300020580", 
"https://www.webnovel.com/settings", 
"https://www.webnovel.com/invite", 
"https://www.webnovel.com/category/list?category=Xuanhuan", Xuanhuan
"https://www.webnovel.com/profile/1999647331", 
"https://www.webnovel.com/profile/966254448", 
"https://www.webnovel.com/book/6831850602000905/Library-of-Heaven's-Path#bookDetailModal", More
"https://www.webnovel.com/book/6831850602000905/18339109613388324", Continue Reading
"https://www.patreon.com/starvecleric", Support on patreon
"https://www.webnovel.com/book/6831850602000905/Library-of-Heaven's-Path#getAppMod", Read on mobile device
"https://www.webnovel.com/book/6831850602000905/Library-of-Heaven's-Path#about", About
"https://www.webnovel.com/book/6831850602000905/Library-of-Heaven's-Path#contents", Table of Contents
"https://www.webnovel.com/tag/list?tagName=Action", Action
"https://www.webnovel.com/tag/list?tagName=Academy", Academy
"https://book.qidian.com/info/1004179514", 天道图书馆
"https://www.webnovel.com/book/8057964805003305/24297030046250755", How to get Power Stones?
"https://www.webnovel.com/profile/3455226464", 
	

"https://www.webnovel.com/profile/2285163806", 
	

"https://www.webnovel.com/profile/566787317", 
	

"https://www.webnovel.com/profile/1659572903", 
	

"https://www.webnovel.com/profile/4300000813", 
	

"https://www.webnovel.com/profile/4300014538", 
	

"https://www.webnovel.com/profile/4300012130", 
	

"https://www.webnovel.com/profile/176419877", 
	

"https://www.webnovel.com/profile/902243953", 
	

"https://www.webnovel.com/profile/3163654505", 
	

"https://www.webnovel.com/book/7979375206002305/Experimental-Log-of-the-Crazy-Lich", 
			
				
					
				
				
				
				
					Same translator
				
			
			Experimental Log of the Crazy Lich
		
"https://www.webnovel.com/category/list?category=Gaming", Gaming
"https://www.webnovel.com/book/8022472105002805/Super-Gene", 
			
				
					
				
				
				
				
			
			Super Gene
		
"https://www.webnovel.com/book/8799158806001005/The-Path-Toward-Heaven", 
			
				
					
				
				
				
				
			
			The Path Toward Heaven
		
"https://www.webnovel.com/book/8335460805000105/Monster-Paradise", 
			
				
					
				
				
				
				
			
			Monster Paradise
		
